# 출처: https://datalaw.kr/sanctions/ · 수집일 2026-09-11 · 결정문에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 결정문 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,사건번호,의결주체,피심인,위반조문,처분,과징금(원),과태료(원),행 주소,원문 게시물
2026-06-24,제2026-212-245호,,제2소위원회,농협중앙회 신용협동조합,제26조(업무위탁에 따른 개인정보의 처리 제한); 제29조(안전조치의무),과태료,,"4,100,000",https://datalaw.kr/sanctions/#d-2026-212-245,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0481
2026-06-24,제2026-212-244호,,제2소위원회,롯데손해보험(주),제26조(업무위탁에 따른 개인정보의 처리 제한),경고,,,https://datalaw.kr/sanctions/#d-2026-212-244,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0481
2026-06-24,제2026-212-242호,2024조이0041 등 3건,제2소위원회,레즈메드헬스케어코리아,제28조(개인정보취급자에 대한 감독),시정명령,,,https://datalaw.kr/sanctions/#d-2026-212-242,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0473
2026-06-24,제2026-212-241호,2024조이0041 등 3건,제2소위원회,전기기술사사이버학원,제28조(개인정보취급자에 대한 감독),시정명령,,,https://datalaw.kr/sanctions/#d-2026-212-241,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0473
2026-06-24,제2026-212-240호,2024조이0041 등 3건,제2소위원회,㈜맹호,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료,,"7,800,000",https://datalaw.kr/sanctions/#d-2026-212-240,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0473
2026-06-10,제2026-011-077호,,위원회,쿠팡풀필먼트서비스 유한회사,제15조(개인정보의 수집·이용); 제23조(민감정보의 처리 제한),과징금,"248,000,000",,https://datalaw.kr/sanctions/#d-2026-011-077,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0459
2026-05-27,제2026-010-071호,2024조총0034-01 등 6건,위원회,㈜미소테크,제29조(안전조치의무); 제21조(개인정보의 파기),과징금; 과태료,"82,500,000","4,500,000",https://datalaw.kr/sanctions/#d-2026-010-071,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0392
2026-05-27,제2026-010-070호,2024조총0034-01 등 6건,위원회,국립축산과학원,제26조(업무위탁에 따른 개인정보의 처리 제한),시정명령,,,https://datalaw.kr/sanctions/#d-2026-010-070,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0392
2026-05-27,제2026-010-069호,2024조총0034-01 등 6건,위원회,국립농업과학원,제26조(업무위탁에 따른 개인정보의 처리 제한),과징금; 시정명령; 공표,"23,100,000",,https://datalaw.kr/sanctions/#d-2026-010-069,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0392
2026-05-27,제2026-010-068호,2024조총0034-01 등 6건,위원회,농촌진흥청,제26조(업무위탁에 따른 개인정보의 처리 제한),과징금; 시정권고; 공표,"168,000,000",,https://datalaw.kr/sanctions/#d-2026-010-068,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0392
2026-05-27,제2026-010-067호,2024조총0034-01 등 6건,위원회,행정안전부,제29조(안전조치의무),과태료; 공표,,"4,500,000",https://datalaw.kr/sanctions/#d-2026-010-067,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0392
2026-05-27,제2026-010-066호,2024조총0034-01 등 6건,위원회,행정안전부,제29조(안전조치의무); 제26조(업무위탁에 따른 개인정보의 처리 제한); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 시정권고; 공표,"273,000,000","3,000,000",https://datalaw.kr/sanctions/#d-2026-010-066,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0392
2026-05-13,제2026-209-185호,2026조일0012 등 4건,제2소위원회,(재)경기도평생교육진흥원,,주의촉구,,,https://datalaw.kr/sanctions/#d-2026-209-185,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0336
2026-05-13,제2026-209-184호,2026조일0012 등 4건,제2소위원회,사단법인 새롭고하나된조국을위한모임,,주의촉구,,,https://datalaw.kr/sanctions/#d-2026-209-184,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0336
2026-05-13,제2026-209-183호,2026조일0012 등 4건,제2소위원회,루나데이즈,제30조(개인정보 처리방침의 수립 및 공개),경고; 과태료 면제,,,https://datalaw.kr/sanctions/#d-2026-209-183,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0336
2026-05-13,제2026-209-182호,2026조일0012 등 4건,제2소위원회,씨제이올리브네트웍스 주식회사,제30조(개인정보 처리방침의 수립 및 공개),과태료,,"1,800,000",https://datalaw.kr/sanctions/#d-2026-209-182,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0336
2026-05-13,제2026-209-153호,,제2소위원회,(주)큰사람커넥트,제29조(안전조치의무),과태료; 시정명령,,"2,700,000",https://datalaw.kr/sanctions/#d-2026-209-153,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0325
2026-05-13,제2026-209-152호,,제2소위원회,대야구역재개발조합,제34조(개인정보 유출 등의 통지·신고),개선권고; 경고,,,https://datalaw.kr/sanctions/#d-2026-209-152,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0325
2026-05-13,제2026-209-151호,2026-조이-0022-01,제2소위원회,한화엔진,,개선권고,,,https://datalaw.kr/sanctions/#d-2026-209-151,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0325
2026-05-13,제2026-009-063호,2024조일0040,위원회,보람상조플러스 주식회사,제26조(업무위탁에 따른 개인정보의 처리 제한),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2026-009-063,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-05-13,제2026-009-062호,2024조일0040,위원회,보람상조실로암 주식회사,제26조(업무위탁에 따른 개인정보의 처리 제한),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2026-009-062,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-05-13,제2026-009-061호,2024조일0040,위원회,보람상조애니콜 주식회사,제26조(업무위탁에 따른 개인정보의 처리 제한),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2026-009-061,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-05-13,제2026-009-060호,2024조일0040,위원회,보람상조피플 주식회사,제26조(업무위탁에 따른 개인정보의 처리 제한),과징금; 시정명령; 공표,"2,500,000",,https://datalaw.kr/sanctions/#d-2026-009-060,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-05-13,제2026-009-059호,2024조일0040,위원회,보람상조라이프 주식회사,제26조(업무위탁에 따른 개인정보의 처리 제한),과징금; 시정명령; 공표,"4,800,000",,https://datalaw.kr/sanctions/#d-2026-009-059,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-05-13,제2026-009-058호,2024조일0040,위원회,보람상조리더스 주식회사,제26조(업무위탁에 따른 개인정보의 처리 제한),과징금; 시정명령; 공표,"4,200,000",,https://datalaw.kr/sanctions/#d-2026-009-058,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-05-13,제2026-009-057호,2024조일0040,위원회,보람상조개발 주식회사,제29조(안전조치의무); 제21조(개인정보의 파기); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 시정명령; 공표,"531,000,000","11,400,000",https://datalaw.kr/sanctions/#d-2026-009-057,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0352
2026-04-22,제2026-007-053호,"2025조이0019, 0096",위원회,재단법인 금릉공원묘원,제24조의2 제1항(주민등록번호 처리의 제한); 제29조(안전조치의무),과징금; 시정명령,"54,200,000",,https://datalaw.kr/sanctions/#d-2026-007-053,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0295
2026-04-22,제2026-007-052호,"2025조이0019, 0096",위원회,듀오정보 주식회사,제21조 제1항(개인정보의 파기); 제24조의2 제1항(주민등록번호 처리의 제한); 제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 시정명령,"1,197,000,000","13,200,000",https://datalaw.kr/sanctions/#d-2026-007-052,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0295
2026-04-22,제2026-006-050호,2025조이0057,위원회,주식회사 케이에스한국고용정보,제21조(개인정보의 파기); 제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과징금; 과태료; 시정명령,"3,537,000,000","4,200,000",https://datalaw.kr/sanctions/#d-2026-006-050,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0294
2026-04-08,제2026-207-119호,,제2소위원회,키다리식품(주),제34조(개인정보 유출 등의 통지·신고); 제28조(개인정보취급자에 대한 감독),과태료; 시정명령; 개선권고,,"1,800,000",https://datalaw.kr/sanctions/#d-2026-207-119,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0222
2026-04-08,제2026-207-118호,,제2소위원회,세종화재해상자동차손해사정(주),제34조(개인정보 유출 등의 통지·신고); 제28조(개인정보취급자에 대한 감독),과태료; 시정명령,,"1,800,000",https://datalaw.kr/sanctions/#d-2026-207-118,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0222
2026-04-08,제2026-207-117호,,제2소위원회,㈜두잉이앤엠,제34조(개인정보 유출 등의 통지·신고); 제28조(개인정보취급자에 대한 감독),과태료; 시정명령,,"3,600,000",https://datalaw.kr/sanctions/#d-2026-207-117,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0222
2026-04-08,제2026-207-116호,,제2소위원회,국립장기조직혈액관리원,제28조의4 제3항(가명정보에 대한 안전조치의무 등),과태료; 개선권고; 공표,,"1,200,000",https://datalaw.kr/sanctions/#d-2026-207-116,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0230
2026-04-08,제2026-207-113호,,제2소위원회,신정고등학교,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2026-207-113,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0230
2026-04-08,제2026-207-112호,,제2소위원회,한국환경산업기술원,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2026-207-112,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0230
2026-04-08,제2026-207-111호,,제2소위원회,양산경찰서,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2026-207-111,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0230
2026-04-08,제2026-207-110호,,제2소위원회,비공개,제28조 제1항(개인정보취급자에 대한 감독),시정권고,,,https://datalaw.kr/sanctions/#d-2026-207-110,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0230
2026-04-08,제2026-207-109호,,제2소위원회,영동군청,제28조(개인정보취급자에 대한 감독),개선권고; 시정권고; 공표,,,https://datalaw.kr/sanctions/#d-2026-207-109,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0230
2026-04-08,제2026-006-051호,2024조일0071,위원회,"Cristie, Manson & Woods, Ltd",제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료,"280,000,000","7,200,000",https://datalaw.kr/sanctions/#d-2026-006-051,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0245
2026-03-25,제2026-206-095호,2025조이0129-01 등 3건,제2소위원회,아이디스파워텔(주),제28조(개인정보취급자에 대한 감독),시정명령; 개선권고,,,https://datalaw.kr/sanctions/#d-2026-206-095,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0189
2026-03-25,제2026-206-094호,2025조이0129-01 등 3건,제2소위원회,넷플릭스서비시스코리아(유),제30조(개인정보 처리방침의 수립 및 공개),개선권고; 경고,,,https://datalaw.kr/sanctions/#d-2026-206-094,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0189
2026-03-25,제2026-206-093호,2025조이0129-01 등 3건,제2소위원회,(재)인천문화재단,제24조의2(주민등록번호 처리의 제한); 제28조(개인정보취급자에 대한 감독),과태료; 시정명령,,"3,600,000",https://datalaw.kr/sanctions/#d-2026-206-093,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0189
2026-03-25,제2026-206-092호,,제2소위원회,서울교통공사,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 개선권고; 공표,,,https://datalaw.kr/sanctions/#d-2026-206-092,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0197
2026-03-25,제2026-206-091호,,제2소위원회,서울특별시,제28조 제1항(개인정보취급자에 대한 감독),시정권고; 공표,,,https://datalaw.kr/sanctions/#d-2026-206-091,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0197
2026-03-25,제2026-206-090호,,제2소위원회,인천광역시 강화군,제24조의2 제1항(주민등록번호 처리의 제한),과태료,,"600,000",https://datalaw.kr/sanctions/#d-2026-206-090,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0197
2026-03-25,제2026-206-089호,,제2소위원회,성남시의료원,제34조 제1항(개인정보 유출 등의 통지·신고),과태료; 개선권고; 공표,,"1,800,000",https://datalaw.kr/sanctions/#d-2026-206-089,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0197
2026-03-25,제2026-206-088호,,제2소위원회,호원대학교,제29조(안전조치의무),과태료; 공표,,"5,400,000",https://datalaw.kr/sanctions/#d-2026-206-088,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0197
2026-03-25,제2026-202-034호,2025조이0129-01 등 3건,제2소위원회,한강시스템(주),제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료; 시정명령,,"5,400,000",https://datalaw.kr/sanctions/#d-2026-202-034,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0189
2026-03-25,제2026-005-025호,"2023조총0042, 2024조총0025",위원회,강북구청,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 시정권고; 공표,"378,000,000","4,800,000",https://datalaw.kr/sanctions/#d-2026-005-025,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0204
2026-03-25,제2025-026-305호,"2023조총0042, 2024조총0025",위원회,공무원연금공단,제24조 제3항(고유식별정보의 처리 제한); 제29조(안전조치의무),과징금; 공표,"532,000,000",,https://datalaw.kr/sanctions/#d-2025-026-305,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0204
2026-03-11,제2026-004-023호,2025조일0053-01,위원회,롯데카드 주식회사,제24조의2(주민등록번호 처리의 제한),과징금; 과태료; 시정명령; 공표,"9,620,000,000","4,800,000",https://datalaw.kr/sanctions/#d-2026-004-023,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0175
2026-01-28,제2026-202-036호,2024조이0058 등 3건,제2소위원회,시민종합사회복지관,제28조(개인정보취급자에 대한 감독); 제29조(안전조치의무),과태료; 시정명령,,"3,600,000",https://datalaw.kr/sanctions/#d-2026-202-036,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0050
2026-01-28,제2026-202-035호,2024조이0058 등 3건,제2소위원회,디노랩스,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),시정명령,,,https://datalaw.kr/sanctions/#d-2026-202-035,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0050
2026-01-28,제2026-002-004호,2024조삼0008~2024조삼0025,위원회,엔에이치엔커머스㈜,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 개선권고; 공표,"8,700,000","4,500,000",https://datalaw.kr/sanctions/#d-2026-002-004,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0071
2026-01-28,제2026-002-003호,2025조총0045,위원회,한국연구재단,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 시정명령; 개선권고; 공표,"703,000,000","4,800,000",https://datalaw.kr/sanctions/#d-2026-002-003,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2026-0070
2025-12-10,제2025-223-474호,2024조이0062 등 3건,제2소위원회,세무법인 동안,제29조(안전조치의무),시정명령,,,https://datalaw.kr/sanctions/#d-2025-223-474,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0891
2025-12-10,제2025-223-473호,2024조이0062 등 3건,제2소위원회,㈜아일로,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),시정명령,,,https://datalaw.kr/sanctions/#d-2025-223-473,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0891
2025-12-10,제2025-223-472호,2024조이0062 등 3건,제2소위원회,얼굴홈트(주),제34조(개인정보 유출 등의 통지·신고),시정명령,,,https://datalaw.kr/sanctions/#d-2025-223-472,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0891
2025-12-10,제2025-223-471호,2025조일0050 등 10건,제2소위원회,강원특별자치도교육청,제23조 제2항(민감정보의 처리 제한); 제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과태료; 시정권고; 공표 1년,,"6,900,000",https://datalaw.kr/sanctions/#d-2025-223-471,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0898
2025-12-10,제2025-223-464호,2025조일0050 등 10건,제2소위원회,홈스디자인,,경고,,,https://datalaw.kr/sanctions/#d-2025-223-464,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0898
2025-12-10,제2025-026-308호,2024조총0009 등 3건,위원회,"K Games, Inc",제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표 1년,"194,519,000","7,200,000",https://datalaw.kr/sanctions/#d-2025-026-308,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0907
2025-12-10,제2025-026-307호,2024조총0009 등 3건,위원회,(사)부산국제금융진흥원,제24조(고유식별정보의 처리 제한); 제29조(안전조치의무),과징금; 과태료,"95,500,000","3,600,000",https://datalaw.kr/sanctions/#d-2025-026-307,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0907
2025-12-10,제2025-026-306호,2024조총0009 등 3건,위원회,국립항공박물관,제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과징금; 공표 1년,"98,000,000",,https://datalaw.kr/sanctions/#d-2025-026-306,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0907
2025-11-26,제2025-222-449호,2025조이0144 등 3건,제2소위원회,가온들찬빛,제28조(개인정보취급자에 대한 감독); 제34조(개인정보 유출 등의 통지·신고),시정명령,,,https://datalaw.kr/sanctions/#d-2025-222-449,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0859
2025-11-26,제2025-222-448호,2025조이0144 등 3건,제2소위원회,퀴아젠코리아(유),제28조(개인정보취급자에 대한 감독); 제34조(개인정보 유출 등의 통지·신고),과태료; 시정명령,,"1,800,000",https://datalaw.kr/sanctions/#d-2025-222-448,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0859
2025-11-26,제2025-222-447호,2022조일0094,제2소위원회,비공개,제29조(안전조치의무),경고,,,https://datalaw.kr/sanctions/#d-2025-222-447,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0863
2025-11-26,제2025-222-446호,2024조일0009 등 5건,제2소위원회,필 리 핀 항공,제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2025-222-446,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0863
2025-11-26,제2025-222-445호,2025조일0046,제2소위원회,㈜태광산업,제21조 제1항(개인정보의 파기),경고,,,https://datalaw.kr/sanctions/#d-2025-222-445,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0863
2025-11-26,제2025-222-443호,2024조일0009 등 5건,제2소위원회,㈜씨아이에스 보험자문중개법인,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료; 시정명령,,"9,600,000",https://datalaw.kr/sanctions/#d-2025-222-443,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0863
2025-11-26,제2025-024-303호,2023조일0035 등 3건,위원회,umanle S.R.L,제63조(자료제출 요구 및 검사),고발,,,https://datalaw.kr/sanctions/#d-2025-024-303,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0864
2025-11-26,제2025-024-302호,2023조일0035 등 3건,위원회,Elevate Hong Kong Holdings Limited,제24조의2(주민등록번호 처리의 제한),시정명령; 개선권고,,,https://datalaw.kr/sanctions/#d-2025-024-302,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0864
2025-11-26,제2025-024-301호,2023조일0035 등 3건,위원회,Starbucks Corporation,제26조(업무위탁에 따른 개인정보의 처리 제한); 제3조(개인정보 보호 원칙),시정명령; 개선권고,,,https://datalaw.kr/sanctions/#d-2025-024-301,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0864
2025-11-26,제2025-024-300호,2024조이0080 등 2건,위원회,㈜바텍엠시스,제29조(안전조치의무),과징금,"55,200,000",,https://datalaw.kr/sanctions/#d-2025-024-300,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0865
2025-11-26,제2025-024-299호,2024조이0080 등 2건,위원회,㈜하스,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료,"133,000,000","7,800,000",https://datalaw.kr/sanctions/#d-2025-024-299,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0865
2025-11-20,제2025-221-440호,2025조이0091 등 8건,제2소위원회,㈜테난,제28조(개인정보취급자에 대한 감독); 제34조(개인정보 유출 등의 통지·신고),과태료; 시정명령,,"2,700,000",https://datalaw.kr/sanctions/#d-2025-221-440,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-439호,2025조이0091 등 8건,제2소위원회,수원상공회의소,제34조(개인정보 유출 등의 통지·신고),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2025-221-439,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-438호,2025조이0091 등 8건,제2소위원회,법무법인 산하,제34조(개인정보 유출 등의 통지·신고),과태료,,"2,700,000",https://datalaw.kr/sanctions/#d-2025-221-438,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-437호,2025조이0091 등 8건,제2소위원회,정진테크,제29조(안전조치의무),시정명령,,,https://datalaw.kr/sanctions/#d-2025-221-437,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-436호,2025조이0091 등 8건,제2소위원회,㈜티노파이브,제29조(안전조치의무),과태료; 공표,,"3,600,000",https://datalaw.kr/sanctions/#d-2025-221-436,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-435호,2025조이0091 등 8건,제2소위원회,㈜파우컴퍼니,제29조(안전조치의무); 제39조의4 제1항(개인정보 유출등의 통지·신고에 대한 특례),과태료,,"9,600,000",https://datalaw.kr/sanctions/#d-2025-221-435,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-433호,2025조이0091 등 8건,제2소위원회,㈜씨제이이엔엠,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2025-221-433,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0829
2025-11-20,제2025-221-430호,,제2소위원회,한국토지주택공사,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 공표 1년,,,https://datalaw.kr/sanctions/#d-2025-221-430,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0847
2025-11-20,제2025-221-429호,,제2소위원회,신남초등학교,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 공표 1년,,,https://datalaw.kr/sanctions/#d-2025-221-429,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0847
2025-11-20,제2025-221-428호,,제2소위원회,광주도시관리공사,제26조 제2항(업무위탁에 따른 개인정보의 처리 제한),과태료; 시정명령; 공표 1년,,"600,000",https://datalaw.kr/sanctions/#d-2025-221-428,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0847
2025-11-20,제2025-221-427호,,제2소위원회,한국외국어대학교,제28조 제1항(개인정보취급자에 대한 감독),시정명령; 공표 1년,,,https://datalaw.kr/sanctions/#d-2025-221-427,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0847
2025-11-20,제2025-023-296호,2024조이0092,위원회,법무법인(유)로고스,제21조(개인정보의 파기); 제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과징금; 과태료; 시정명령,"523,000,000","6,000,000",https://datalaw.kr/sanctions/#d-2025-023-296,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0851
2025-11-20,제2025-023-295호,2024조이0109 등 3건,위원회,㈜레저플러스,제29조(안전조치의무),과징금,"61,200,000",,https://datalaw.kr/sanctions/#d-2025-023-295,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0850
2025-11-20,제2025-023-294호,2024조이0109 등 3건,위원회,㈜더존하우징,제29조(안전조치의무),과징금,"55,800,000",,https://datalaw.kr/sanctions/#d-2025-023-294,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0850
2025-11-20,제2025-023-293호,2024조이0109 등 3건,위원회,㈜이젠,제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과징금; 과태료; 공표,"60,600,000","5,400,000",https://datalaw.kr/sanctions/#d-2025-023-293,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2025-0850
